id,title,funding_organization,maximum_monetary_value,desired_amount,application_date,deadline,status
GR-R535962-DA9,"Re-contextualized impactful alliance","Davenport and Sons Endowment",23908.71,21147.98,2024-01-19,2024-08-09,Approved
GR-R536507-WI8,"Right-sized needs-based task-force","Willis PLC Institute",37334.34,22759.59,2022-12-08,2024-06-27,Pending
GR-R540087-BO1,"Robust maximized installation","Booker-Jones Institute",63229.52,43423.62,2023-09-01,2024-10-28,Denied
GR-R558568-TO9,"Right-sized dedicated capability","Torres, Williams and Donovan Council",39188.90,29909.27,2022-06-29,2024-11-29,Approved
GR-R564421-RA5,"Reactive modular throughput","Ramos, Young and Pearson Council",89311.96,50498.62,2023-04-05,2024-09-02,Pending
GR-R566578-LA3,"Right-sized multi-tasking strategy","Lam-Wilson Fund",44611.89,26429.54,2023-11-23,2024-09-20,Pending
GR-R567710-WH1,"Reverse-engineered coherent migration","White-Perkins Federation",57793.80,37982.63,2022-10-01,2024-07-16,Pending
GR-R576702-WY1,"Reduced non-volatile Local Area Network","Wyatt, Russell and Jones Federation",45938.26,36691.39,2023-11-21,2024-11-24,Pending
GR-R579685-BA5,"Robust didactic budgetary management","Bates PLC Fund",98390.66,60532.76,2022-05-15,2025-03-09,Approved
GR-R584286-RO6,"Reverse-engineered full-range synergy","Robinson-Barnett Endowment",73144.91,49951.67,2022-10-06,2024-12-02,Approved
GR-R595704-DU9,"Re-engineered full-range initiative","Dunlap Group Council",69746.30,45491.17,2022-10-29,2024-08-27,Approved
GR-R607084-SA5,"Reactive multi-state concept","Sanchez and Sons Council",86646.96,63467.75,2023-02-25,2024-06-25,Pending
GR-R643167-DA2,"Realigned 5thgeneration capability","Davis-Mcconnell Federation",84764.26,55729.29,2023-04-22,2024-10-31,Approved
GR-R648374-GA9,"Reactive incremental hub","Garcia, Figueroa and Watkins Foundation",29107.51,24788.00,2024-01-09,2025-02-17,Denied
GR-R662644-BO2,"Realigned 3rdgeneration approach","Boyle, Webster and Bailey Federation",41184.36,33525.24,2023-11-02,2024-04-21,Denied
GR-R662675-HE3,"Right-sized high-level installation","Hernandez LLC Federation",52515.23,27155.54,2022-07-13,2025-02-14,Pending
GR-R662981-CO3,"Reduced foreground frame","Cole Ltd Institute",64857.20,34292.29,2022-11-13,2024-12-07,Denied
GR-R666398-CO1,"Re-contextualized multimedia initiative","Coleman-Howell Institute",76346.36,38255.86,2022-11-11,2024-12-03,Pending
GR-R668130-JO9,"Re-contextualized empowering approach","Jones and Sons Endowment",26221.70,16500.69,2023-10-19,2025-01-18,Approved
GR-R668970-WO7,"Robust hybrid installation","Wolfe PLC Foundation",18809.22,15182.83,2024-02-17,2025-01-11,Approved
GR-R669731-KE9,"Re-contextualized full-range application","Kent, Lewis and Wilson Institute",27260.34,21598.67,2023-07-09,2024-12-03,Denied
GR-R670202-WE9,"Reverse-engineered interactive workforce","Webb, Richardson and Baxter Fund",50428.47,34043.15,2024-02-29,2024-08-22,Denied
GR-R670893-KE1,"Reduced systemic intranet","Keller, Davis and Castaneda Foundation",33262.63,20366.44,2023-10-21,2025-02-14,Denied
GR-R674483-ES7,"Right-sized value-added frame","Estrada, Brown and Hancock Trust",16860.67,14423.05,2023-08-07,2024-09-09,Pending
GR-R690739-JO3,"Realigned uniform array","Jones, Frye and Mullins Federation",58081.25,48708.00,2022-09-23,2025-01-07,Approved
GR-R702927-DA3,"Realigned cohesive standardization","Daniels, Henderson and Sullivan Council",14154.40,8316.30,2024-02-23,2024-12-06,Denied
GR-R712251-ST7,"Robust next generation archive","Stanley and Sons Federation",22662.14,12187.15,2023-01-17,2024-10-21,Approved
GR-R719208-BO0,"Realigned 6thgeneration knowledge user","Bowers-Anderson Foundation",40488.62,28046.39,2022-04-30,2024-11-19,Approved
GR-R730316-RO8,"Reduced asynchronous product","Rocha, Rivera and Sexton Endowment",12084.79,6327.02,2024-01-08,2024-04-11,Approved
GR-R734401-AL7,"Realigned multi-state emulation","Alvarez-Conner Foundation",95025.37,62866.99,2022-09-17,2024-12-28,Approved
GR-R736341-ZI8,"Right-sized regional info-mediaries","Zimmerman, Gordon and Silva Foundation",50775.53,37265.45,2022-06-08,2024-06-22,Pending
GR-R743630-HA4,"Re-contextualized solution-oriented website","Hancock, Brown and Haley Foundation",42594.80,26953.96,2023-04-24,2024-06-08,Denied
GR-R748445-AN6,"Reduced next generation time-frame","Andrews, Sanchez and Simon Fund",84184.43,57608.86,2023-04-16,2024-08-07,Approved
GR-R753346-RO8,"Re-contextualized multi-tasking projection","Rodriguez-Arnold Fund",19930.23,14128.50,2024-02-28,2025-01-13,Denied
GR-R757232-MA5,"Re-contextualized optimizing forecast","Martinez, Hansen and Rogers Institute",94515.12,84002.53,2023-08-25,2024-06-08,Denied
GR-R765719-GA7,"Reduced high-level capacity","Galvan, Francis and Hayes Foundation",58980.16,36944.13,2024-02-17,2024-09-12,Pending
GR-R770832-HA6,"Robust directional website","Hancock-Patel Federation",46259.65,33111.49,2022-11-16,2024-07-18,Pending
GR-R790880-RE0,"Reverse-engineered user-facing functionalities","Reyes, Ford and Shields Trust",19386.92,17197.20,2023-01-30,2024-07-18,Pending
GR-R791290-PO8,"Realigned 3rdgeneration budgetary management","Potter, Burns and Snow Federation",89715.77,54382.16,2022-12-28,2024-08-31,Pending
GR-R801536-SM2,"Re-contextualized web-enabled customer loyalty","Smith-Pope Endowment",68162.05,45565.94,2022-11-22,2024-08-03,Pending
GR-R803826-DA8,"Right-sized analyzing instruction set","Dawson Ltd Fund",74280.60,39857.70,2022-09-18,2024-08-24,Pending
GR-R805702-MC5,"Re-engineered upward-trending hardware","Mcknight Inc Endowment",47864.20,32667.70,2023-05-25,2025-03-26,Denied
GR-R815024-RE1,"Reactive object-oriented encryption","Reyes LLC Endowment",15694.23,10498.15,2022-12-11,2024-06-06,Denied
GR-R815430-HO0,"Re-contextualized neutral data-warehouse","Hogan, Brown and Gutierrez Foundation",67873.26,46060.63,2022-09-10,2025-02-03,Pending
GR-R816138-RE1,"Reverse-engineered upward-trending success","Reilly Ltd Foundation",37042.96,20010.12,2023-03-31,2024-07-07,Pending
GR-R819024-LE5,"Robust encompassing model","Le-Harris Institute",92341.87,82440.75,2022-11-15,2024-08-08,Approved
GR-R823772-HA2,"Re-contextualized clear-thinking budgetary management","Harris, Richardson and Jones Federation",93476.68,63289.85,2022-10-12,2025-01-13,Approved
GR-R824802-BY5,"Re-contextualized heuristic throughput","Byrd LLC Foundation",77715.78,39248.32,2024-02-15,2025-01-17,Approved
GR-R834305-FO7,"Robust national matrices","Fox-Poole Endowment",43592.47,35580.25,2022-07-27,2024-03-31,Denied
GR-R842839-LA5,"Robust responsive algorithm","Lang-Wallace Foundation",81941.09,68498.03,2022-08-15,2024-11-17,Denied
GR-R851488-KA6,"Robust exuding paradigm","Kane-Lee Council",96410.94,66135.80,2023-10-06,2024-09-08,Approved
GR-R854410-SO2,"Reactive client-server migration","Sosa and Sons Institute",12947.34,9590.37,2023-08-22,2024-05-01,Pending
GR-R857958-JO1,"Right-sized stable matrix","Jones-Patel Trust",60651.10,32458.67,2022-04-21,2024-04-17,Pending
GR-R859880-CL3,"Robust attitude-oriented challenge","Clark, Curtis and Simpson Trust",60181.50,36520.48,2024-02-13,2024-08-10,Pending
GR-R861579-SC6,"Re-engineered discrete leverage","Schmidt, Wilkins and West Fund",36666.01,18908.53,2024-03-06,2024-12-08,Approved
GR-R872801-JO3,"Reactive grid-enabled interface","Johnson-White Endowment",10745.39,6642.87,2023-08-13,2024-09-28,Denied
GR-R873746-ST1,"Reactive multi-state hierarchy","Stone-Mason Fund",42521.16,30080.27,2023-03-01,2024-06-20,Approved
GR-R876200-FR3,"Realigned eco-centric database","Freeman, Gutierrez and Church Fund",36723.07,29123.70,2023-07-03,2024-07-31,Approved
GR-R876233-BA4,"Reactive responsive conglomeration","Barber, Mcmillan and Smith Council",98270.40,74855.63,2023-05-24,2025-03-07,Pending
GR-R902550-KE7,"Realigned full-range synergy","Kelly, Mcmillan and Villa Endowment",50213.95,39185.90,2022-09-27,2025-01-24,Approved
GR-R906759-HO6,"Realigned zero-defect benchmark","Hood-Wolf Trust",43244.74,28423.41,2022-10-06,2024-04-20,Denied
GR-R907363-BU5,"Re-contextualized next generation support","Buck-Knox Institute",85243.40,65750.99,2023-09-25,2024-09-01,Denied
GR-R908625-GR1,"Reverse-engineered intermediate software","Gray-Brown Trust",68487.73,55692.05,2023-07-21,2024-06-25,Pending
GR-R911765-DA8,"Robust analyzing help-desk","Davidson-Ferrell Fund",97550.87,79591.05,2022-11-08,2024-08-24,Pending
GR-R923619-JE2,"Right-sized reciprocal solution","Jennings LLC Federation",90210.04,75197.13,2024-03-02,2024-06-17,Approved
GR-R924099-AN9,"Right-sized zero administration artificial intelligence","Anderson Ltd Federation",57393.79,47156.88,2024-01-29,2024-11-27,Denied
GR-R925399-WI8,"Reactive regional interface","Williamson-Rivera Trust",61163.16,52983.95,2023-11-18,2024-09-27,Approved
GR-R932624-BA0,"Right-sized regional customer loyalty","Baker-Lawrence Foundation",57832.77,49943.69,2022-10-10,2024-05-03,Pending
GR-R944733-LA6,"Reduced 24hour knowledgebase","Larson, Gutierrez and Chavez Fund",38096.81,23451.91,2022-08-16,2024-05-25,Pending
GR-R957401-BR6,"Realigned attitude-oriented implementation","Brown Inc Endowment",86957.42,59332.70,2022-07-26,2024-08-19,Approved
GR-R958440-HO2,"Re-engineered web-enabled productivity","Horne LLC Trust",77782.80,45560.48,2023-06-02,2025-01-09,Pending
GR-R958614-BE5,"Realigned dedicated forecast","Benson-Robertson Institute",88141.46,46404.85,2023-03-25,2024-08-24,Approved
GR-R966025-LE0,"Reverse-engineered exuding frame","Lewis, Ramirez and Collins Institute",26102.54,20849.76,2022-10-20,2024-12-24,Approved
GR-R966276-PO0,"Realigned bifurcated interface","Powell Group Council",12106.58,10496.87,2022-09-30,2024-08-27,Approved
GR-R969502-MA1,"Realigned hybrid knowledge user","Marshall Ltd Institute",95895.12,70307.78,2022-08-11,2024-05-28,Denied
GR-R970379-CA1,"Reverse-engineered attitude-oriented Graphical User Interface","Carey-Preston Federation",34844.30,22372.24,2023-05-01,2025-03-02,Pending
GR-R993513-BA7,"Re-engineered maximized paradigm","Bailey Inc Institute",51129.45,31790.47,2022-05-17,2024-10-26,Denied
GR-R998855-AL4,"Re-engineered global help-desk","Alvarado Inc Institute",72141.14,40474.83,2024-03-14,2024-10-12,Denied
GR-S100531-JA4,"Synergistic 5thgeneration intranet","Jackson-Phillips Federation",73360.25,39207.36,2023-10-24,2024-10-03,Approved
GR-S104537-SI6,"Synergized optimizing standardization","Simmons, Blackwell and Kennedy Foundation",33587.51,28893.67,2024-01-26,2024-10-01,Denied
GR-S106741-JO8,"Sharable tangible intranet","Jones LLC Endowment",29788.29,24275.65,2023-09-08,2024-12-26,Approved
GR-S113436-PE3,"Self-enabling methodical artificial intelligence","Perez LLC Fund",53444.21,39817.58,2022-11-13,2024-08-25,Approved
GR-S118666-ST8,"Synergistic background attitude","Stephenson Ltd Endowment",23786.07,11964.64,2022-07-28,2025-03-26,Pending
GR-S122822-SM8,"Synchronized bandwidth-monitored monitoring","Smith and Sons Institute",38327.06,30466.95,2023-07-28,2025-02-03,Denied
GR-S124181-SA2,"Secured user-facing standardization","Santiago-Cox Endowment",21255.37,14216.46,2022-04-22,2024-07-10,Denied
GR-S124820-NE3,"Synergized fresh-thinking application","Nelson-Smith Institute",53419.11,28997.53,2022-11-13,2024-12-23,Approved
GR-S137496-SA2,"Synchronized multi-state emulation","Santos LLC Foundation",66701.29,52132.39,2023-09-02,2024-04-02,Pending
GR-S139937-GA5,"Synergistic global synergy","Garcia-Soto Foundation",43196.62,24269.34,2024-02-25,2024-05-12,Denied
GR-S141308-LY0,"Sharable multimedia middleware","Lyons-Moore Endowment",46340.38,26049.41,2022-06-20,2024-12-29,Pending
GR-S142185-KR5,"Switchable fault-tolerant complexity","Krause Ltd Foundation",45276.61,37830.21,2022-05-25,2024-07-05,Pending
GR-S142587-EV6,"Streamlined value-added protocol","Evans-Bradshaw Foundation",32763.26,25288.69,2023-02-16,2024-09-21,Approved
GR-S143011-CL7,"Secured client-server data-warehouse","Clarke-Rodriguez Trust",75067.53,59236.83,2022-07-17,2024-03-29,Pending
GR-S147489-SM9,"Self-enabling asymmetric info-mediaries","Smith, Lambert and Wells Federation",37683.13,33760.75,2023-08-29,2024-11-16,Denied
GR-S150201-HU1,"Secured optimizing array","Hurley, Buck and Graves Council",54461.66,28349.09,2023-02-21,2024-11-11,Pending
GR-S150986-PA4,"Sharable methodical monitoring","Parsons, Franklin and Kirby Council",56000.18,43377.95,2023-10-24,2024-05-11,Pending
GR-S155057-MA3,"Switchable 24hour definition","Martin-Dominguez Federation",92824.13,67417.72,2022-09-13,2024-09-05,Denied
GR-S157002-PE6,"Synergistic zero-defect database","Perez, Mccormick and Lozano Trust",95548.90,80012.25,2023-05-26,2025-01-15,Approved
GR-S157296-YO1,"Synergistic radical website","Young, Bautista and Fernandez Foundation",11951.77,8411.45,2023-05-31,2025-01-23,Approved
GR-S160080-OR8,"Synchronized maximized flexibility","Ortiz, Ramirez and Giles Foundation",44452.50,36543.18,2023-05-18,2024-05-16,Denied
GR-S161655-LO4,"Synchronized 4thgeneration strategy","Long Group Endowment",66080.23,35330.53,2023-03-04,2024-10-18,Denied
GR-S163152-DA7,"Sharable 6thgeneration benchmark","Davis-Martinez Fund",94988.22,69442.67,2023-02-07,2024-04-28,Approved
GR-S165854-SA7,"Stand-alone dynamic framework","Sanchez Ltd Council",53075.55,38015.19,2022-12-07,2024-10-16,Pending
GR-S170634-KR1,"Synergistic grid-enabled website","Kramer, Lee and Wade Fund",50332.51,35342.71,2024-03-21,2025-02-11,Denied
GR-S170666-JO3,"Sharable regional knowledge user","Johnson Inc Institute",84630.53,69648.94,2023-02-23,2024-11-08,Approved
GR-S172161-WI2,"Seamless zero tolerance algorithm","Wilson PLC Institute",27067.43,14967.17,2023-01-02,2024-12-26,Approved
GR-S179516-FL0,"Streamlined incremental complexity","Flores-Butler Institute",92237.62,78448.25,2023-08-10,2024-10-30,Pending
GR-S189091-JE1,"Synergistic secondary standardization","Jenkins-Joseph Foundation",78813.53,70626.10,2023-11-11,2024-09-25,Denied
GR-S214759-WH8,"Secured encompassing instruction set","White Group Council",74251.47,52145.11,2023-11-28,2024-12-25,Pending
GR-S217643-LA4,"Self-enabling bi-directional task-force","Lambert, Miller and Thompson Federation",57039.05,44967.16,2023-11-04,2025-01-30,Approved
GR-S222510-LE3,"Secured coherent interface","Lewis PLC Council",74938.84,42264.56,2022-11-03,2024-04-11,Denied
GR-S233075-CO8,"Stand-alone leadingedge project","Conner, Scott and Young Federation",38668.03,30929.34,2023-04-08,2024-09-10,Approved
GR-S243539-CH8,"Self-enabling high-level capability","Christensen-Williamson Institute",29850.82,16384.67,2023-07-18,2024-11-11,Pending
GR-S248425-CR7,"Switchable system-worthy application","Craig-Black Council",97011.51,85502.62,2022-07-07,2024-10-07,Pending
GR-S253796-JO9,"Switchable actuating system engine","Jones-Anderson Institute",82661.80,48505.76,2022-05-09,2024-09-14,Pending
GR-S256568-GI3,"Secured cohesive core","Giles, Johnson and Snyder Federation",88419.84,56250.33,2023-08-23,2024-11-12,Approved
GR-S262413-WA5,"Secured fresh-thinking installation","Warren, Ryan and Hunt Federation",39578.18,23343.84,2023-02-05,2025-03-10,Pending
GR-S273841-MO9,"Synchronized bandwidth-monitored info-mediaries","Moore-Richards Federation",45592.07,35957.49,2022-09-09,2024-04-23,Approved
GR-S282420-GA7,"Switchable grid-enabled encryption","Gamble Ltd Trust",53393.81,29393.74,2023-04-27,2024-08-15,Approved
GR-S283743-GE2,"Synchronized static service-desk","George Ltd Federation",27668.88,15474.38,2023-01-22,2024-11-12,Approved
GR-S295658-WA3,"Stand-alone multimedia flexibility","Watts Inc Trust",83588.67,59339.27,2022-09-03,2024-04-10,Pending
GR-S303435-TR1,"Secured empowering moratorium","Tran PLC Fund",45997.62,23220.12,2023-03-21,2025-03-04,Pending
GR-S311069-CA8,"Synergized global circuit","Castillo-Cox Endowment",28519.54,20634.28,2023-07-18,2025-03-12,Approved
GR-S318719-DA6,"Streamlined real-time leverage","Davis, Fisher and Thomas Trust",35739.34,26865.61,2023-10-16,2025-02-28,Approved
GR-S322389-MU0,"Switchable non-volatile toolset","Mullen-Dennis Institute",23287.77,16542.54,2022-05-10,2024-06-19,Pending
GR-S325484-GR2,"Switchable systemic implementation","Grant, Horne and Flores Endowment",90645.16,62924.41,2023-12-22,2024-09-13,Approved
GR-S328270-JO1,"Stand-alone responsive projection","Jones-Curtis Fund",89861.30,63997.48,2022-09-21,2024-06-27,Approved
GR-S330293-SM9,"Synchronized optimal monitoring","Smith-Roberts Trust",18489.24,15536.18,2022-09-09,2024-05-30,Pending
GR-S333858-TA3,"Self-enabling hybrid framework","Tate, Burgess and Brown Endowment",56165.86,32302.00,2022-04-13,2024-05-18,Pending
GR-S335133-WO8,"Stand-alone systematic success","Wong-Logan Federation",51497.12,36212.51,2023-06-28,2024-04-14,Denied
GR-S354069-ST4,"Synergized value-added database","Steele-Jones Trust",73812.88,61994.32,2023-07-14,2024-05-28,Denied
GR-S358209-CA1,"Synergized optimal capability","Carter Ltd Council",17361.54,11905.12,2024-01-31,2024-07-06,Pending
GR-S361127-HO3,"Sharable regional structure","Holt, Evans and Clark Institute",68171.77,60616.91,2022-05-23,2024-09-28,Denied
GR-S364986-LL7,"Sharable system-worthy application","Lloyd, Floyd and Hanson Council",85277.59,63539.13,2022-07-27,2024-12-03,Approved
GR-S367799-FR5,"Sharable disintermediate artificial intelligence","Frank, Williams and Santos Trust",34614.74,21969.16,2023-04-15,2024-10-13,Approved
GR-S374341-RY3,"Synergistic intermediate approach","Ryan, Walker and Mendoza Institute",90585.78,48906.33,2024-02-03,2024-07-24,Approved
GR-S382554-OR2,"Synergistic encompassing paradigm","Ortiz Ltd Foundation",69005.60,41113.66,2024-03-12,2025-01-12,Approved
GR-S385616-AR6,"Synergized zero tolerance task-force","Archer, Meyer and Ramos Foundation",44671.79,23932.75,2022-07-26,2024-08-30,Approved
GR-S387381-CL0,"Switchable fresh-thinking toolset","Clark-Hale Fund",28931.20,19622.41,2023-11-20,2024-07-22,Approved
GR-S393202-SM4,"Synergized composite array","Smith, Chavez and White Endowment",67202.63,55303.04,2022-12-24,2024-04-30,Approved
GR-S394425-SA5,"Synergized impactful website","Santos-Brady Fund",54761.80,33364.65,2022-10-15,2025-02-16,Denied
GR-S414273-SM3,"Synergized fault-tolerant flexibility","Smith Inc Trust",42157.34,37395.52,2023-12-13,2024-05-12,Denied
GR-S419466-PA4,"Self-enabling upward-trending array","Patel-Lee Institute",42338.77,37628.47,2022-07-24,2024-10-14,Approved
GR-S429127-FL4,"Synergized solution-oriented process improvement","Fleming, Diaz and Mcdowell Fund",70286.52,54078.65,2024-02-14,2024-08-28,Approved
GR-S429938-RA6,"Synergized encompassing throughput","Ramos, Glover and Lynn Foundation",99339.05,84572.07,2023-10-06,2024-07-04,Approved
GR-S433573-KE0,"Streamlined motivating installation","Kennedy-Brooks Endowment",89413.99,78935.99,2022-10-10,2025-02-15,Denied
GR-S440749-WE0,"Secured foreground middleware","Weaver, Madden and Sandoval Endowment",21342.02,13423.42,2023-03-10,2024-04-05,Pending
GR-S440769-SE2,"Seamless motivating interface","Sexton, Fleming and Macdonald Fund",57684.30,45729.57,2022-05-12,2025-01-29,Denied
GR-S444721-LO1,"Synergized mission-critical paradigm","Lopez, Phillips and Ferguson Institute",27098.11,17591.76,2022-06-21,2025-02-08,Approved
GR-S451468-RO8,"Stand-alone bi-directional neural-net","Robinson LLC Endowment",28865.70,24708.81,2023-02-08,2024-09-30,Denied
GR-S451518-KE2,"Self-enabling hybrid function","Kemp Ltd Institute",19487.09,13950.88,2022-05-02,2024-11-17,Pending
GR-S451865-BA1,"Secured asynchronous forecast","Baker-Rogers Foundation",87537.22,69460.64,2023-05-31,2025-03-01,Approved
GR-S459428-VA2,"Synchronized systematic attitude","Vazquez Inc Foundation",33025.93,28561.03,2022-10-12,2024-08-23,Approved
GR-S466186-CO5,"Self-enabling modular monitoring","Cook, Shields and Cohen Federation",70626.94,56842.88,2023-09-05,2024-10-16,Denied
GR-S471683-HE1,"Sharable hybrid encryption","Henry, Little and Mahoney Trust",82975.83,52441.06,2023-02-21,2025-01-10,Approved
GR-S475616-EV5,"Secured 5thgeneration model","Evans, Miller and Brown Institute",23341.72,14385.80,2023-01-15,2025-01-05,Approved
GR-S479039-SA0,"Synchronized reciprocal open system","Santos Ltd Council",84186.54,67859.49,2022-12-20,2024-07-13,Pending
GR-S487736-SI9,"Self-enabling zero-defect pricing structure","Simmons-Short Endowment",51956.21,44972.73,2023-05-29,2025-03-01,Approved
GR-S491211-YO4,"Synergized tertiary firmware","Young and Sons Endowment",80874.92,62621.99,2022-09-24,2024-12-06,Pending
GR-S494858-HA8,"Sharable impactful knowledgebase","Hayes, Brooks and Jones Council",34241.64,26821.10,2023-12-18,2024-11-03,Approved
GR-S495034-GR7,"Streamlined systemic array","Gray PLC Council",75971.84,57415.52,2022-12-17,2024-06-03,Approved
GR-S498596-ME7,"Synergistic multimedia challenge","Medina and Sons Federation",80022.88,67130.52,2023-10-27,2024-09-19,Approved
GR-S498851-SM3,"Switchable coherent capability","Smith LLC Foundation",42480.51,33979.20,2023-11-13,2024-08-01,Pending
GR-S508540-NE4,"Sharable heuristic customer loyalty","Newman, Browning and Lucero Federation",90574.83,80100.89,2023-05-14,2024-09-17,Pending
GR-S509300-BE3,"Seamless mission-critical superstructure","Bennett, Rodriguez and Anderson Institute",35713.91,28262.04,2022-07-23,2024-12-22,Denied
GR-S512257-JO4,"Self-enabling web-enabled firmware","Jones LLC Council",91183.03,65932.85,2023-08-04,2025-02-11,Pending
GR-S512843-PA5,"Synchronized reciprocal algorithm","Patel Inc Institute",59560.87,43038.93,2022-05-05,2024-04-13,Denied
GR-S514856-JU0,"Self-enabling foreground product","Juarez Inc Trust",94106.32,75639.54,2023-05-20,2024-12-18,Approved
GR-S519494-SH2,"Sharable systemic capability","Shannon Group Council",58261.07,37655.46,2023-11-02,2025-03-02,Approved
GR-S521716-SC1,"Self-enabling modular migration","Schroeder-Ware Institute",17233.40,10727.68,2022-05-11,2024-03-30,Approved
GR-S539416-BR1,"Sharable 5thgeneration project","Brennan-Foster Trust",35676.56,27221.81,2022-05-31,2024-07-05,Approved
GR-S544791-HO9,"Seamless full-range data-warehouse","Howard and Sons Endowment",61012.63,48117.53,2023-01-29,2024-05-31,Approved
GR-S545711-SI4,"Synergistic analyzing time-frame","Silva-Ponce Institute",60941.53,35844.12,2023-04-14,2024-05-08,Denied
GR-S549911-CU9,"Secured scalable migration","Cuevas and Sons Fund",21138.02,11921.22,2022-04-09,2024-12-25,Approved
GR-S552319-MO0,"Seamless national circuit","Morgan, Lee and Thomas Institute",32822.35,18278.38,2024-01-20,2024-07-08,Pending
GR-S564402-AR6,"Stand-alone systemic process improvement","Armstrong, Lopez and Thompson Institute",47839.58,38270.43,2024-01-26,2024-06-29,Pending
GR-S566377-ME5,"Self-enabling solution-oriented benchmark","Meyer, Carter and Carrillo Foundation",98645.01,57134.00,2023-05-05,2024-04-08,Denied
GR-S583990-PA2,"Synergistic multi-state extranet","Padilla, Caldwell and Hall Council",41579.14,24711.17,2022-05-12,2024-12-17,Pending
GR-S586044-GR8,"Switchable well-modulated capability","Gross Group Endowment",38867.84,22419.77,2023-01-08,2024-11-07,Denied
GR-S590083-MA8,"Seamless clear-thinking access","Marshall-Kelly Fund",45389.93,30837.84,2023-07-28,2024-07-07,Pending
GR-S603853-JE8,"Stand-alone needs-based algorithm","Jensen-Smith Institute",29478.08,25005.23,2022-08-18,2024-04-28,Denied
GR-S610038-AL5,"Synergized fault-tolerant orchestration","Alvarez, Ayala and Curry Fund",30058.47,24428.11,2024-02-25,2024-05-15,Denied
GR-S611072-CL0,"Sharable holistic open system","Clark LLC Trust",29763.97,23274.30,2023-10-10,2025-02-09,Approved
GR-S618231-OS8,"Sharable fault-tolerant hardware","Osborn Ltd Federation",97994.38,53766.04,2022-10-18,2024-12-25,Approved
GR-S621435-JA4,"Stand-alone zero tolerance hub","Jackson, Durham and Brown Foundation",11478.51,6471.68,2022-11-04,2025-02-13,Pending
GR-S632014-DU2,"Stand-alone discrete frame","Dunn-Nelson Trust",25706.05,18977.65,2023-11-12,2024-07-11,Denied
GR-S635586-AV6,"Secured systematic application","Avila PLC Trust",47735.14,28237.23,2023-11-26,2024-08-14,Pending
GR-S638775-ST9,"Secured asynchronous analyzer","Stewart-Jordan Fund",47570.01,26060.75,2022-07-19,2024-09-05,Approved
GR-S641606-GO5,"Synchronized heuristic complexity","Gonzalez, Clayton and Wilson Endowment",53714.12,33714.12,2022-10-25,2024-05-30,Pending
GR-S644867-VA2,"Secured uniform hub","Vaughn-Calderon Endowment",92694.20,53272.21,2023-03-22,2024-07-14,Pending
GR-S647586-BA9,"Synchronized leadingedge implementation","Bailey Inc Foundation",76275.57,45516.90,2022-11-19,2025-02-27,Approved
GR-S649551-BU3,"Stand-alone tertiary workforce","Burns Inc Endowment",55414.38,32724.63,2022-05-13,2025-03-03,Pending
GR-S651429-PE3,"Self-enabling non-volatile access","Perez, Clark and Gilmore Trust",80854.56,60192.19,2024-02-03,2024-09-16,Pending
GR-S653885-BE6,"Secured actuating Graphic Interface","Bennett and Sons Endowment",42126.14,33180.28,2023-12-16,2024-07-09,Denied
GR-S654193-WO8,"Stand-alone 3rdgeneration throughput","Wood-Turner Foundation",57084.29,28828.87,2022-12-28,2025-02-05,Pending
GR-S657450-LE4,"Seamless systematic implementation","Leonard-Porter Council",51621.08,27791.25,2023-01-14,2024-12-08,Approved
GR-S658026-PA6,"Synchronized mobile budgetary management","Parsons, King and Sanders Endowment",69909.19,44170.75,2023-10-26,2024-08-23,Pending
GR-S659451-FR9,"Stand-alone grid-enabled contingency","French Ltd Endowment",64091.31,45061.06,2022-06-29,2024-11-03,Pending
GR-S659631-RO6,"Self-enabling zero tolerance utilization","Ross, Herrera and Stewart Federation",30082.61,25917.46,2023-07-26,2024-12-17,Approved
GR-S661165-CL2,"Switchable stable matrix","Clarke, Olson and Berry Foundation",86824.34,54021.77,2022-04-12,2024-09-23,Denied
GR-S664960-WI9,"Synergistic 24/7 info-mediaries","Williams Ltd Endowment",27985.26,22686.52,2022-10-09,2024-11-05,Approved
GR-S666568-ER0,"Switchable web-enabled conglomeration","Erickson-Miller Endowment",69073.45,49010.34,2022-11-20,2024-04-08,Approved
GR-S673190-BA2,"Switchable client-server time-frame","Baldwin, Mendez and Sanders Fund",42845.31,35753.18,2024-03-22,2025-01-15,Denied
GR-S673942-WI8,"Synergistic regional success","Wilson, Hernandez and Woods Foundation",70727.50,38524.89,2022-05-08,2025-03-14,Denied
GR-S678284-NO6,"Secured zero administration collaboration","Norton PLC Council",15939.42,10599.63,2023-12-06,2024-06-21,Denied
GR-S683814-JO3,"Synchronized dynamic Graphic Interface","Jones Ltd Federation",11647.44,6329.09,2024-02-23,2024-09-01,Approved
GR-S688285-YO0,"Streamlined explicit website","Young-Walton Institute",94162.94,65660.11,2023-01-20,2025-01-16,Pending
GR-S689221-CA3,"Secured directional benchmark","Castillo LLC Federation",98601.29,74896.50,2023-12-23,2024-11-15,Pending
GR-S691665-KE6,"Synchronized interactive archive","Kelley LLC Federation",23989.27,20449.03,2024-01-16,2024-10-28,Approved
GR-S696546-HE2,"Stand-alone transitional firmware","Henry, Knox and Neal Fund",14950.94,9567.02,2023-09-12,2024-08-01,Pending
